country_code,year,compulsory_education_duration,education_expenditure_gdp_rate,literacy_rate,completion_rate,region,income_group,country_name,learning_outcome,gdppc,population,education_spent
NPL,2012,,3.29008007049561,59.6272506713867,33.90890979766845,South Asia,Lower middle income,Nepal,,2258.0,27505.0,74.29000799179087
NRU,2012,14.0,4.24615001678467,,,East Asia & Pacific,High income,Nauru,,,,
NZL,2012,10.0,7.15993022918701,,35.7899398803711,East Asia & Pacific,High income,New Zealand,521.4436266666667,32674.0,4344.862381,2339.435603084564
OMN,2012,,4.18773984909058,86.9390029907227,58.381069183349595,Middle East & North Africa,High income,Oman,388.60832666666664,44008.0,3422.386018,1852.8506967575004
PAK,2012,12.0,2.13628005981445,56.7643394470215,30.068970044453938,South Asia,Lower middle income,Pakistan,,4569.0,193566.5192,97.60663593292222
PAN,2012,11.0,3.15900993347168,94.0941162109375,55.15951919555663,Latin America & Caribbean,Upper middle income,Panama,391.4478133333334,18051.0,3510.0,529.513245048523
PER,2012,14.0,2.92276000976563,93.8417282104492,70.34201049804685,Latin America & Caribbean,Upper middle income,Peru,397.67552333333333,10533.0,29597.48136,307.8543118286138
PHL,2012,11.0,2.30999994277954,95.4200973510742,58.53789393107096,East Asia & Pacific,Lower middle income,Philippines,361.21942,6144.0,101833.0438,131.5324755118403
PLW,2012,12.0,7.5219898223877,91.9214172363281,,East Asia & Pacific,High income,Palau,,,,
PNG,2012,,7.38970994949341,61.5999984741211,,East Asia & Pacific,Lower middle income,Papua New Guinea,388.41483,,,
POL,2012,10.0,4.82954978942871,98.7427368164063,67.61071777343751,Europe & Central Asia,High income,Poland,531.7850133333333,22188.0,38460.13423,1071.5805072784422
PRI,2012,13.0,6.68102979660034,91.9652328491211,66.6834087371826,Latin America & Caribbean,High income,Puerto Rico,,34395.0,3636.0,832.6567435503003
PRK,2012,11.0,,99.9981918334961,,East Asia & Pacific,Low income,"Korea, Dem. People's Rep.",,1770.9209,24589.0,
PRT,2012,12.0,4.94940996170044,94.47705078125,50.320206960042334,Europe & Central Asia,High income,Portugal,501.8636466666667,24218.0,10451.09121,1198.6481045246126
PRY,2012,13.0,2.7707200050354,94.1974716186523,41.52284971872963,Latin America & Caribbean,Upper middle income,Paraguay,391.93855666666667,7193.0,6609.349289,197.80244371243853
PSE,2012,10.0,4.74210977554321,95.671012878418,57.8362725575765,Middle East & North Africa,Lower middle income,West Bank and Gaza,412.317765,5054.0,4088.0,239.66622805595384
PYF,2012,,,,60.44302622477216,East Asia & Pacific,High income,French Polynesia,,,,
QAT,2012,9.0,3.50744009017944,90.1700592041016,67.7526664733887,Middle East & North Africa,High income,Qatar,404.36242666666664,153922.0,2057.068022,5398.721935605997
ROU,2012,10.0,2.96379995346069,98.6042861938477,66.90135510762529,Europe & Central Asia,Upper middle income,Romania,457.67344,17174.0,19767.65782,509.0030040073389
RUS,2012,9.0,3.79310011863709,99.6842727661133,84.44410705566408,Europe & Central Asia,Upper middle income,Russian Federation,495.31175666666667,23931.0,142984.0249,907.726789391042
RWA,2012,6.0,4.4235200881958,68.3310317993164,15.628759781519557,Sub-Saharan Africa,Low income,Rwanda,,1531.0,10271.44589,67.7240925502777
SAU,2012,9.0,5.13781023025513,82.8577423095703,44.17127482096353,Middle East & North Africa,High income,Saudi Arabia,419.11834166666665,49867.0,28844.15932,2023.9596200724807
SDN,2012,8.0,2.21867990493774,53.5173797607422,2.7499999105930346,Sub-Saharan Africa,Low income,Sudan,,3231.0,35292.95945,79.43290727763258
SEN,2012,11.0,4.77698993682861,51.8145484924316,11.867586692174276,Sub-Saharan Africa,Lower middle income,Senegal,266.86472,2163.0,14122.293,103.32629233360284
SGP,2012,6.0,3.07085990905762,96.3697891235352,67.11849085489911,East Asia & Pacific,High income,Singapore,564.2519533333333,62783.0,5353.494,1927.9779767036455
SLB,2012,,8.0870304107666,76.5999984741211,,East Asia & Pacific,Lower middle income,Solomon Islands,,,,
SLE,2012,9.0,2.87204003334045,34.826789855957,20.463990211486852,Sub-Saharan Africa,Low income,Sierra Leone,,1665.0,5486.0,47.819466555118495
SLV,2012,9.0,3.7124400138855,85.4939880371094,35.4982690811157,Latin America & Caribbean,Lower middle income,El Salvador,361.8009125,7726.0,6032.632,286.82311547279375
SMR,2012,10.0,2.70296001434326,,,Europe & Central Asia,High income,San Marino,,,,
SOM,2012,,1.27727997303009,5.40465021133423,,Sub-Saharan Africa,Low income,Somalia,,,,
SRB,2012,8.0,4.16420984268188,97.9624099731445,66.2238006591797,Europe & Central Asia,Upper middle income,Serbia,463.56327333333337,12384.0,7276.604,515.695746917724
SSD,2012,8.0,0.962890028953552,26.8312797546387,35.483546257019036,Sub-Saharan Africa,Low income,South Sudan,,,,
STP,2012,6.0,6.33950996398926,90.1430969238281,63.43964767456055,Sub-Saharan Africa,Lower middle income,São Tomé and Principe,,3217.0,183.0,203.9420355415345
SUR,2012,6.0,,92.8686599731445,76.09161949157715,Latin America & Caribbean,Upper middle income,Suriname,,,,
SVK,2012,10.0,3.86286997795105,,72.07104047139487,Europe & Central Asia,High income,Slovak Republic,486.69144666666665,22816.0,5370.25996,881.3524141693115
SVN,2012,9.0,5.62023019790649,99.6999969482422,73.41366958618163,Europe & Central Asia,High income,Slovenia,511.1455866666667,25252.0,2050.002265,1419.2205295753467
SWE,2012,9.0,7.5369701385498,,72.74547576904297,Europe & Central Asia,High income,Sweden,496.4173166666667,41650.0,9519.558074,3139.148062705992
SWZ,2012,7.0,6.86432981491089,83.0982894897461,28.3126993179321,Sub-Saharan Africa,Lower middle income,Eswatini,420.506855,7552.0,1031.925,507.2053300237656
SXM,2012,14.0,,,,Latin America & Caribbean,High income,Sint Maarten (Dutch part),,,,
SYC,2012,10.0,2.61392998695374,93.954231262207,57.16448211669922,Sub-Saharan Africa,High income,Seychelles,439.537845,22130.0,90.0,578.4627061128626
SYR,2012,9.0,5.13013982772827,80.8445205688477,35.93582073847454,Middle East & North Africa,Low income,Syrian Arab Republic,403.288955,4829.0,20422.22893,337.897598568911
TCA,2012,13.0,2.54099988937378,,24.5454502105713,Latin America & Caribbean,High income,Turks and Caicos Islands,,,,
TCD,2012,10.0,2.20615005493164,28.3814296722412,8.45991313457488,Sub-Saharan Africa,Low income,Chad,350.11517,1793.0,12427.43096,39.556270484924305
TGO,2012,10.0,4.71920013427734,60.4099388122559,24.350234985351598,Sub-Saharan Africa,Low income,Togo,322.86356,1263.0,6961.0,59.603497695922805
THA,2012,9.0,4.53670978546143,96.430908203125,37.133043607076,East Asia & Pacific,Upper middle income,Thailand,454.9403966666667,14227.0,66166.53375,645.4377011775977
TJK,2012,9.0,4.01803016662598,99.45068359375,69.79994455973306,Europe & Central Asia,Lower middle income,Tajikistan,,3285.0,7767.89435,131.99229097366344
TKM,2012,10.0,3.04924988746643,98.7783203125,66.63702551523843,Europe & Central Asia,Upper middle income,Turkmenistan,,18135.0,5054.189663,552.9814670920372
TLS,2012,9.0,7.24186992645264,58.3089790344238,,East Asia & Pacific,Lower middle income,Timor-Leste,345.76816,,,
TON,2012,8.0,3.91376996040344,99.3855285644531,63.42161067326864,East Asia & Pacific,Upper middle income,Tonga,344.6788,,,
TTO,2012,6.0,4.54982995986938,98.6999969482422,44.374193191528306,Latin America & Caribbean,High income,Trinidad and Tobago,470.84995,30157.0,1226.198337,1372.092220997809
TUN,2012,9.0,6.25036001205444,80.21875,39.8240089416504,Middle East & North Africa,Lower middle income,Tunisia,417.4934866666667,10739.0,10737.00016,671.2261616945262
TUR,2012,12.0,2.72806000709534,94.9197463989258,50.48999436696371,Europe & Central Asia,Upper middle income,Turkey,478.4218266666667,18170.0,79356.93907,420.80840394368965
TUV,2012,8.0,3.73082995414734,,24.3174991607666,East Asia & Pacific,Upper middle income,Tuvalu,,,,
TZA,2012,7.0,3.4709300994873,78.1005935668945,25.915159861246753,Sub-Saharan Africa,Lower middle income,Tanzania,442.098025,2275.0,47687.2756,78.96365976333607
UGA,2012,7.0,1.80523002147675,70.1982192993164,21.558492978413906,Sub-Saharan Africa,Low income,Uganda,226.63031,1877.0,34234.10017,33.8841675031186
UKR,2012,11.0,6.69232988357544,99.9743499755859,74.62249755859374,Europe & Central Asia,Lower middle income,Ukraine,490.08876,10383.0,45491.526,694.864611811638
URY,2012,14.0,4.35526990890503,98.3959426879883,50.568007469177225,Latin America & Caribbean,High income,Uruguay,431.5780033333333,17876.0,3343.077999,749.5855040216447
USA,2012,12.0,,,78.1460673014323,North America,High income,United States,505.7326166666667,50394.0,314514.3321,
UZB,2012,12.0,6.39522981643677,98.642578125,,Europe & Central Asia,Lower middle income,Uzbekistan,,7928.0,28393.98084,507.01381984710713
VCT,2012,12.0,5.08522987365723,95.6321563720703,9.60000038146973,Latin America & Caribbean,Upper middle income,St. Vincent and the Grenadines,,,,
VEN,2012,14.0,6.87468004226685,94.7702178955078,45.12078857421875,Latin America & Caribbean,Lower middle income,"Venezuela, RB",432.93695,18549.0,28759.62381,1185.3972848646897
VGB,2012,12.0,3.81699991226196,,55.5467796325684,Latin America & Caribbean,High income,British Virgin Islands,,,,
VIR,2012,,,,,Latin America & Caribbean,High income,Virgin Islands (U.S.),,,,
VNM,2012,9.0,5.53328990936279,93.5204467773438,35.84776854515078,East Asia & Pacific,Lower middle income,Vietnam,527.3282233333333,4984.0,91552.75313,275.77916908264143
VUT,2012,,5.16051006317139,78.4000015258789,25.25,East Asia & Pacific,Lower middle income,Vanuatu,317.02841,,,
WSM,2012,8.0,5.14420986175537,98.973258972168,99.0246810913086,East Asia & Pacific,Lower middle income,Samoa,,,,
XKX,2012,,,,,Europe & Central Asia,Upper middle income,Kosovo,,,,
YEM,2012,9.0,5.15143013000488,54.0999984741211,,Middle East & North Africa,Low income,"Yemen, Rep.",254.70732,4077.0,25948.85718,234.3390202426337
ZAF,2012,9.0,6.07742023468018,93.7294692993164,54.292974630991615,Sub-Saharan Africa,Upper middle income,South Africa,381.36695000000003,11992.0,51877.4426,728.8042345428472
ZMB,2012,7.0,4.19999980926514,83.0076675415039,11.011550247669236,Sub-Saharan Africa,Lower middle income,Zambia,229.37257,3350.0,14497.72194,140.6999936103822
ZWE,2012,7.0,6.07020998001099,83.5827102661133,48.34465432167053,Sub-Saharan Africa,Lower middle income,Zimbabwe,386.7596,1604.0,13036.13935,97.36616807937628
ABW,2013,13.0,6.44295978546143,96.822639465332,54.98847230275473,Latin America & Caribbean,High income,Aruba,,,,
AFG,2013,9.0,3.45445990562439,31.4488506317139,4.31551003456116,South Asia,Low income,Afghanistan,,2025.0,31108.0,69.9528130888939
AGO,2013,6.0,3.8720600605011,67.4054183959961,,Sub-Saharan Africa,Lower middle income,Angola,263.13571,8508.0,18907.05006,329.43486994743364
ALB,2013,9.0,3.53929996490479,97.2469711303711,65.2076498667399,Europe & Central Asia,Upper middle income,Albania,415.91533333333336,9660.0,3016.836791,341.8963766098027
AND,2013,10.0,2.50616002082825,,61.7403507232666,Europe & Central Asia,High income,Andorra,,,,
ARE,2013,12.0,,90.0338516235352,51.70371691385903,Middle East & North Africa,High income,United Arab Emirates,458.5754533333333,70791.0,9186.933469,
ARG,2013,13.0,5.43661022186279,99.1219482421875,45.948209444681794,Latin America & Caribbean,Upper middle income,Argentina,430.2580266666667,19873.0,42635.99463,1080.4175493907924
ARM,2013,12.0,2.65018010139465,99.7444076538086,79.88365936279297,Europe & Central Asia,Upper middle income,Armenia,442.969465,9385.0,2931.643756,248.71940251588794
ASM,2013,,14.7170495986938,97.3441619873047,81.3000030517578,East Asia & Pacific,Upper middle income,American Samoa,,,,
ATG,2013,11.0,2.50888991355896,98.9499969482422,,Latin America & Caribbean,High income,Antigua and Barbuda,,,,
AUS,2013,10.0,5.22974014282227,,64.14363098144534,East Asia & Pacific,High income,Australia,524.34065,47250.0,23007.62306,2471.0522174835223
AUT,2013,10.0,5.54711008071899,,18.6053695678711,Europe & Central Asia,High income,Austria,512.8589566666666,41375.0,8529.637135,2295.116795897482
AZE,2013,10.0,2.44213008880615,99.7893600463867,73.16781806945802,Europe & Central Asia,Upper middle income,Azerbaijan,454.3735733333333,17133.0,9209.673255,418.4101481151577
BDI,2013,,5.99535989761353,48.0840606689453,6.887359857559185,Sub-Saharan Africa,Low income,Burundi,323.32788,738.0,10069.0,44.24575604438785
BEL,2013,12.0,6.63052988052368,,68.38169606526692,Europe & Central Asia,High income,Belgium,521.6779066666667,37737.0,11161.56949,2502.163061013221
BEN,2013,6.0,3.3275101184845,32.9488182067871,8.239474773406961,Sub-Saharan Africa,Lower middle income,Benin,313.0061,1939.0,10134.821,64.52042119741446
BFA,2013,10.0,4.08343982696533,28.2936592102051,2.4568333079417535,Sub-Saharan Africa,Low income,Burkina Faso,339.52481,1422.0,17072.14855,58.066514339447
BGD,2013,5.0,1.96616005897522,61.0155410766602,29.021249612172454,South Asia,Lower middle income,Bangladesh,,3057.0,159086.7508,60.10551300287248
BGR,2013,11.0,4.0724401473999,98.3524475097656,94.3266372680664,Europe & Central Asia,Upper middle income,Bulgaria,457.6153366666667,15420.0,7411.561545,627.9702707290645
BHR,2013,9.0,2.47689008712769,90.9774017333984,47.4877134958903,Middle East & North Africa,High income,Bahrain,436.77353000000005,38493.0,1327.079681,953.4293012380617
BHS,2013,12.0,2.23284006118774,,69.03637822469076,Latin America & Caribbean,High income,"Bahamas, The",,,,
BIH,2013,9.0,,96.9917678833008,47.01007525126138,Europe & Central Asia,Upper middle income,Bosnia and Herzegovina,460.80422999999996,9093.0,3973.353706,
BLR,2013,9.0,5.0094199180603,99.617057800293,80.43235651652019,Europe & Central Asia,Upper middle income,Belarus,,18464.0,9626.424007,924.9392936706539
BLZ,2013,8.0,6.42537021636963,76.9029769897461,63.14890352884927,Latin America & Caribbean,Lower middle income,Belize,326.82858,,,
BMU,2013,13.0,2.30668997764587,,37.3648910522461,North America,High income,Bermuda,,,,
BOL,2013,14.0,,94.4605712890625,44.844689051310205,Latin America & Caribbean,Lower middle income,Bolivia,,5789.0,10461.053,
BRA,2013,14.0,5.8388500213623,91.4842376708984,48.19798310597739,Latin America & Caribbean,Upper middle income,Brazil,428.96475333333336,15306.0,203378.1521,893.6943842697136
BRB,2013,11.0,5.14899015426636,99.5999984741211,82.2382621765137,Latin America & Caribbean,High income,Barbados,,11809.0,289.0,608.0442473173144
BRN,2013,9.0,2.88959002494812,96.085563659668,61.08534812927246,East Asia & Pacific,High income,Brunei Darussalam,,,,
BTN,2013,,5.72275018692017,55.3175582885742,11.524979591369622,South Asia,Lower middle income,Bhutan,,,,
BWA,2013,,9.63292026519775,86.8231811523438,4.14686489105225,Sub-Saharan Africa,Upper middle income,Botswana,442.19772,14853.0,2090.78052,1107.2807283236355
CAF,2013,10.0,1.10792005062103,36.7526092529297,9.44592952728271,Sub-Saharan Africa,Low income,Central African Republic,,567.0,5167.0,10.070993260145164
CAN,2013,10.0,5.26205015182495,,47.6745681762695,North America,High income,Canada,533.4969266666667,42994.0,35235.08542,2220.4273025655743
CHE,2013,11.0,4.8690299987793,,64.2981052398682,Europe & Central Asia,High income,Switzerland,529.81959,59036.0,8235.22795,2874.480550079348
CHI,2013,,,,,Europe & Central Asia,High income,Channel Islands,,,,
CHL,2013,12.0,4.52942991256714,96.2670593261719,59.863482157389335,Latin America & Caribbean,High income,Chile,468.7508433333333,21135.0,17541.76946,957.2950120210648
CHN,2013,9.0,3.85250997543335,95.1244812011719,37.0674810409546,East Asia & Pacific,Upper middle income,China,593.5610533333333,11328.0,1351026.329,436.4123300170899
CIV,2013,10.0,4.72900009155273,40.9816284179688,49.6106414794922,Sub-Saharan Africa,Lower middle income,Côte d'Ivoire,338.41345,2823.0,24495.0587,133.49967258453356
CMR,2013,6.0,2.76801991462708,71.2905120849609,24.660673220952344,Sub-Saharan Africa,Lower middle income,Cameroon,414.79944,2612.0,22800.37392,72.30068017005934
COD,2013,6.0,2.06221008300781,75.0171890258789,34.88892761866254,Sub-Saharan Africa,Low income,"Congo, Dem. Rep.",248.42525,751.0,80534.13986,15.487197723388652
COG,2013,10.0,5.6867299079895,79.3111724853516,23.94841957092285,Sub-Saharan Africa,Lower middle income,"Congo, Rep.",342.49246,6031.0,4666.792245,326.3138314901875
COL,2013,10.0,4.87855005264282,93.5805282592773,47.08005968729657,Latin America & Caribbean,Upper middle income,Colombia,434.97646000000003,12568.0,45508.18453,613.1361706161496
COM,2013,6.0,2.3827600479126,49.1961402893066,,Sub-Saharan Africa,Lower middle income,Comoros,326.36484,1619.0,752.0,38.576885175704994
CPV,2013,10.0,5.00144004821777,85.3277893066406,,Sub-Saharan Africa,Lower middle income,Cabo Verde,,6234.0,531.0,311.7897726058958
CRI,2013,13.0,6.68739986419678,97.4065780639648,50.67807133992514,Latin America & Caribbean,Upper middle income,Costa Rica,450.54559333333333,12916.0,4702.004393,863.7445664596561
CUB,2013,9.0,12.8373098373413,99.7525329589844,62.4751640955607,Latin America & Caribbean,Upper middle income,Cuba,524.26944,7379.0,11250.0,844.4627090128607
CUW,2013,14.0,4.93095016479492,,,Latin America & Caribbean,High income,Curaçao,,,,
CYM,2013,12.0,,98.8678207397461,75.96571731567381,Latin America & Caribbean,High income,Cayman Islands,,,,
CYP,2013,10.0,6.48377990722656,98.6784286499023,69.4307034810384,Europe & Central Asia,High income,Cyprus,458.550305,24519.0,1012.732025,1589.7579954528803
CZE,2013,9.0,4.04676008224487,,72.64326032002771,Europe & Central Asia,High income,Czech Republic,512.66448,26338.0,10490.0141,1065.835670461654
DEU,2013,13.0,4.93538999557495,,74.22775713602704,Europe & Central Asia,High income,Germany,526.58092,43413.0,81858.31832,2142.6008587789534
DJI,2013,10.0,4.49022006988525,,,Middle East & North Africa,Lower middle income,Djibouti,,2724.0,792.0,114.22550946905223
DMA,2013,12.0,4.02858018875122,,40.35130675633747,Latin America & Caribbean,Upper middle income,Dominica,,9145.0,73.0,224.95687654195302
DNK,2013,10.0,8.49442958831787,,66.276309967041,Europe & Central Asia,High income,Denmark,511.2526766666667,43733.0,5614.947883,3714.868891859054
